"Date","DiscussionId","PageId","QuoteAuthor","QuoteId","QuoteText","ResponseAuthor","ResponseId","ResponseText","Subtopic","Time","Topic","postCounter"
"06-30-2005","4760",6,"BushAlltheWay","None","I think that Iraq did pose as a threat. they were behind attacks against against the U.S. now alot of people think thats wrong because of the news media. They are so liberal they only point out the stupid things going on. who cares of a cat almost drowned we want to know whats goin on in the world. and the truth. but they dont want us to hear the truth. personally i agree with green days song american idiot if i may quote "" a nation controlled by the media"" we are so blinded to it no one knows the truth anymore.","Voice Of Reason","142893","Welcome to the forum my friend.......I like your name....... Looking forward to your input.......","hell-us-military","12:37 AM","government-debates","76"
"06-30-2005","4760",6,"None","None","None","jazyjason","142894","But of course they will not see the positive, due to a Republican presidet taking a charge and standing for what IS RIGHT in this country.","hell-us-military","12:37 AM","government-debates","77"
"06-30-2005","4760",6,"None","None","None","Valthonis","143078","It is a sad day when someone bashes the military which has defended our freedoms and alot of other countries freedoms","hell-us-military","12:49 PM","government-debates","78"
"06-30-2005","4760",6,"Valthonis","None","It is a sad day when someone bashes the military which has defended our freedoms and alot of other countries freedoms","georged","143104","That was 55-years ago, after we were attacked. I don't think many people bash the military, they're just doing a job as ordered by our leadership.","hell-us-military","02:26 PM","government-debates","79"
"06-30-2005","4760",6,"None","None","None","jazyjason","143137","Humph not bashing, when not dieing for freedom is not honorable and comendable then it qualifies as bashing.","hell-us-military","04:00 PM","government-debates","80"
"06-30-2005","4760",6,"jazyjason","None","Humph not bashing, when not dieing for freedom is not honorable and comendable then it qualifies as bashing.","georged","143177","That's pretty indecipherable.","hell-us-military","04:24 PM","government-debates","81"
"06-30-2005","4760",6,"None","None","None","Truthsayer","143194","""American Soldier"" I'm just trying to be a father, Raise a daughter and a son, Be a lover to their mother, Everything to everyone. Up and at 'em bright and early, I'm all business in my suit, Yeah, I'm dressed for success from my head down to my boots, I don't do it for money, there's still bills that I can't pay, I don't do it for the glory, I just do it anyway, Providing for our future's my responsibility, Yeah I'm real good under pressure, being all that I can be, And I can't call in sick on Mondays when the weekends been to strong, I just work straight through the holidays, And sometimes all night long. You can bet that I stand ready when the wolf growls at the door, Hey, I'm solid, hey I'm steady, hey I'm true down to the core, And I will always do my duty, no matter what the price, I've counted up the cost, I know the sacrafice, Oh, and I don't want to die for you, But if dyin's asked of me, I'll bear that cross with an honor, 'Cause freedom don't come free. I'm an american soldier, an american, Beside my brothers and my sisters I will proudly take a stand, When liberty's in jeopardy I will always do what's right, I'm out here on the front lines, sleep in peace tonight. American soldier, I'm an American, An American, An American Soldier *****************************Toby Keith I am proud of our military.","hell-us-military","04:37 PM","government-debates","82"
"06-30-2005","4760",6,"Valthonis","None","It is a sad day when someone bashes the military which has defended our freedoms and alot of other countries freedoms","Winston Smith","143224","that day has not arrived yet","hell-us-military","05:16 PM","government-debates","83"
"06-30-2005","4760",6,"Winston Smith","None","that day has not arrived yet","mae","143253","What does a Frenchman know about defending freedom ? come on !","hell-us-military","05:56 PM","government-debates","84"
"06-30-2005","4760",6,"georged","None","That's pretty indecipherable.","daewoo","143269","try completely indecipherable.","hell-us-military","06:14 PM","government-debates","85"
"06-30-2005","4760",6,"mae","None","What does a Frenchman know about defending freedom ? come on !","sinjin","143278","If it weren't for the French we'd all be speaking English right now. Btw I carry French blood so BTFU.","hell-us-military","06:27 PM","government-debates","86"
"06-30-2005","4760",6,"Truthsayer","None","""American Soldier"" Toby Keith I am proud of our military.","georged","143306","Too bad Keith couldn't sing a real country song; not one word about momma, cheatin', trains, prison or trucks.","hell-us-military","07:13 PM","government-debates","87"
"06-30-2005","4760",6,"georged","None","Too bad Keith couldn't sing a real country song; not one word about momma, cheatin', trains, prison or trucks.","daewoo","143313","I have to seriously question the comprehension of any person who quotes country and western lyrics as part of a political debate. It does explain a lot, though.","hell-us-military","07:32 PM","government-debates","88"
"06-30-2005","4760",6,"georged","None","Too bad Keith couldn't sing a real country song; not one word about momma, cheatin', trains, prison or trucks.","PoohBear","143340","ok first of all he did sing a real country song that meant something. and i wanna know where is one that doesnt have some purpose to it. give me one country song that has no meaning.","hell-us-military","09:18 PM","government-debates","89"
"06-30-2005","4760",6,"BushAlltheWay","None","ok first of all he did sing a real country song that meant something. and i wanna know where is one that doesnt have some purpose to it. give me one country song that has no meaning.","daewoo","143349","Somebody is having trouble seperating entertainment media from news media.","hell-us-military","09:28 PM","government-debates","90"
