"AuthorCharliegone","AuthorOmegamon_X","AuthorPenfold","Authorchester","Authorgrizzly6626","Authorjosephdphillips","Authorolivortex","Length:100","Length:200","Length:300","Length:50","subtopic"
1,1,1,4,3,1,1,2,3,0,1,"death-penalty"
